Agreement Type,Department,Agreem,ent ID,,,Tracking Number,Transaction Date,Not to Exceed Amount,Encumbered,Expended,Retained,Outstanding,Agreement Start Date,Agreement End Date,Closed Date,Buyer Name,Buyer Phone,Agreement Description,Agreement Held?,Closed?
Purchase Order,40,201930,18156,,,2,10/11/18,0,5350,5350,0,0,10/11/18,6/30/19,2/8/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,18294,,,27,10/11/18,0,6530,6530,0,0,10/11/18,6/30/19,4/5/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,19139,,,17,10/11/18,0,3930,3930,0,0,10/11/18,6/30/19,4/12/19,Default Buyer,212-857-1475,,No,Yes
Contract,40,201930,14976,WO190014976,,11,10/10/18,25000,22920,22920,0,2080,10/10/18,6/30/19,12/20/18,William H. Sutton III,212-857-1475,NEGOTIATED SERVICES-SERVICES,No,Yes
Purchase Order,40,201930,17938,,,10,10/10/18,0,5500,5500,0,0,10/10/18,6/30/19,7/12/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,18350,,,28,10/10/18,0,2520,2520,0,0,10/10/18,6/30/19,4/22/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,17762,,,11,10/9/18,0,3000,3000,0,0,10/9/18,6/30/19,3/5/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,17764,,,11,10/9/18,0,3000,3000,0,0,10/9/18,6/30/19,3/5/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,17895,,,14,10/9/18,0,3440,3440,0,0,10/9/18,6/30/19,6/26/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,11092,,,28,10/4/18,0,6960,6960,0,0,10/4/18,6/30/19,12/27/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201930,16659,,,25,10/4/18,0,6000,6000,0,0,10/4/18,6/30/19,2/1/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,15777,,,24,10/3/18,0,1740,1160,0,580,10/3/18,6/30/19,,Default Buyer,212-857-1475,,No,No
Purchase Order,40,201930,16427,,,11,10/3/18,0,3000,3000,0,0,10/3/18,6/30/19,10/18/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201930,16612,,,28,10/3/18,0,3100,3100,0,0,10/3/18,6/30/19,1/8/19,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201930,14003,,,7,10/2/18,0,5670,5670,0,0,10/2/18,6/30/19,7/9/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,15855,,,21,10/2/18,0,4940,4940,0,0,10/2/18,6/30/19,7/11/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,16044,,,6,10/2/18,0,4980,4980,0,0,10/2/18,6/30/19,3/4/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,15217,,,12,10/1/18,0,300,300,0,0,10/1/18,6/30/19,10/4/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201930,15287,,,6,10/1/18,0,3000,3000,0,0,10/1/18,6/30/19,10/18/18,William H. Sutton III,212-857-1475,,No,Yes
Contract,40,201930,14538,WO190014538,,11,9/28/18,25000,0,0,0,25000,9/28/18,6/30/19,9/28/18,William H. Sutton III,212-857-1475,FMS INTEGRATION,No,Yes
Purchase Order,40,201930,13077,,,27,9/28/18,0,9150,9025,0,125,9/28/18,6/30/19,,Default Buyer,212-857-1475,,No,No
Purchase Order,40,201930,14505,,,21,9/28/18,0,7410,7410,0,0,9/28/18,6/30/19,3/27/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,12904,,,8,9/27/18,0,6075,6075,0,0,9/27/18,6/30/19,11/2/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201930,13522,,,16,9/26/18,0,2190,2190,0,0,9/26/18,6/30/19,3/15/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,13709,,,11,9/26/18,0,3000,3000,0,0,9/26/18,6/30/19,10/18/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201930,13043,,,11,9/25/18,0,3930,3930,0,0,9/25/18,6/30/19,3/21/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,5602,,,9,9/24/18,0,3000,3000,0,0,9/24/18,6/30/19,10/15/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201930,11290,,,6,9/21/18,0,5670,4890,0,780,9/21/18,6/30/19,,Default Buyer,212-857-1475,,No,No
Purchase Order,40,201930,12090,,,31,9/21/18,0,6750,6750,0,0,9/21/18,6/30/19,11/27/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201930,10653,,,12,9/20/18,0,8520,8370,0,150,9/20/18,6/30/19,,Default Buyer,212-857-1475,,No,No
Purchase Order,40,201930,7474,,,7,9/18/18,0,7410,6200,0,1210,9/18/18,6/30/19,,Default Buyer,212-857-1475,,No,No
Purchase Order,40,201930,10752,,,32,9/18/18,0,4475,4425,0,50,9/18/18,6/30/19,,William H. Sutton III,212-857-1475,,No,No
Purchase Order,40,201930,7270,,,8,9/17/18,0,3000,3000,0,0,9/17/18,6/30/19,3/29/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,8136,,,9,9/17/18,0,7260,7260,0,0,9/17/18,6/30/19,7/12/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,8686,,,14,9/13/18,0,4500,4500,0,0,9/13/18,6/30/19,10/23/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201930,8690,,,6,9/13/18,0,3930,3930,0,0,9/13/18,6/30/19,7/23/19,Default Buyer,212-857-1475,,No,Yes
Contract,40,201930,8293,WO19008293,,8,9/12/18,25000,20520,20520,0,4480,9/12/18,6/30/19,9/27/18,William H. Sutton III,212-857-1475,NEGOTIATED SERVICES-SERVICES,No,Yes
Purchase Order,40,201930,7277,,,29,9/12/18,0,9150,9150,0,0,9/12/18,6/30/19,9/25/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201930,8378,,,4,9/12/18,0,3760,3760,0,0,9/12/18,6/30/19,11/14/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201930,6893,,,10,9/7/18,0,9150,9150,0,0,9/7/18,6/30/19,4/2/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,5406,,,21,9/4/18,0,1890,1890,0,0,9/4/18,6/30/19,3/18/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,6029,,,19,9/4/18,0,3180,3180,0,0,9/4/18,6/30/19,11/8/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201930,6255,,,29,9/4/18,0,8381,8351,0,30,9/4/18,6/30/19,,Default Buyer,212-857-1475,,No,No
Purchase Order,40,201930,6497,,,7,9/4/18,0,3750,3750,0,0,9/4/18,6/30/19,11/2/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201930,5235,,,30,8/30/18,0,5395,5395,0,0,8/30/18,6/30/19,11/8/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201930,4534,,,15,8/28/18,0,9780,9780,0,0,8/28/18,6/30/19,7/18/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,4395,,,21,8/27/18,0,0,0,0,0,8/27/18,6/30/19,8/27/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201930,4009,,,14,8/15/18,0,4500,4500,0,0,8/15/18,6/30/19,10/23/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201930,4113,,,93,8/15/18,0,6000,6000,0,0,8/15/18,6/30/19,9/4/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201930,4118,,,93,8/15/18,0,8320,8320,0,0,8/15/18,6/30/19,10/9/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201930,3831,,,10,8/13/18,0,1740,1740,0,0,8/13/18,6/30/19,9/26/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,43253,,,7,8/11/18,0,3525,3525,0,0,1/11/18,6/30/18,10/16/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,45852,,,28,8/11/18,0,4490,4490,0,0,1/22/18,6/30/18,4/17/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201830,55031,,,15,8/11/18,0,150,150,0,0,2/14/18,6/30/18,2/7/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201830,57159,,,19,8/11/18,0,275,275,0,0,2/26/18,6/30/18,2/26/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201830,79788,,,18,8/11/18,0,4400,4400,0,0,4/16/18,6/30/18,8/30/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,95503,,,85,8/11/18,0,3000,3000,0,0,5/18/18,6/30/18,10/17/18,William H. Sutton III,212-857-1475,,No,Yes
Contract,40,201930,3684,WO19003684,,30,8/10/18,25000,14220,14220,0,10780,8/10/18,6/30/19,5/9/19,Default Buyer,212-857-1475,NEGOTIATED SERVICES-SERVICES,No,Yes
Purchase Order,40,201730,52059,,,4,8/7/18,0,5610,5610,0,0,8/6/18,6/30/19,8/7/18,William H. Sutton III,212-857-1475,Roll Document from 2017 to 2018,No,Yes
Purchase Order,40,201730,66952,,,3,8/7/18,0,545,545,0,0,8/6/18,6/30/19,8/7/18,William H. Sutton III,212-857-1475,Roll Document from 2017 to 2018,No,Yes
Purchase Order,40,201930,1936,,,8,7/30/18,0,6000,6000,0,0,7/30/18,6/30/19,9/12/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201930,1975,,,11,7/26/18,0,3000,3000,0,0,7/26/18,6/30/19,9/12/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201930,2113,,,30,7/26/18,0,4500,4500,0,0,7/26/18,6/30/19,9/12/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201930,2117,,,10,7/26/18,0,6000,6000,0,0,7/26/18,6/30/19,10/22/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201930,2139,,,17,7/26/18,0,1045,1045,0,0,7/26/18,6/30/19,10/11/18,William H. Sutton III,212-857-1475,,No,Yes
Contract,40,201930,1649,WO19001649,,7,7/23/18,25000,10550,10550,0,14450,7/23/18,6/30/19,11/1/18,William H. Sutton III,212-857-1475,NEGOTIATED SERVICES-SERVICES,No,Yes
Contract,40,201930,1663,WO19001663,,11,7/20/18,25000,14220,14220,0,10780,7/20/18,6/30/19,5/14/19,Default Buyer,212-857-1475,NEGOTIATED SERVICES-SERVICES,No,Yes
Purchase Order,40,201930,1150,,,11,7/16/18,0,3150,3150,0,0,7/16/18,6/30/19,8/13/18,William H. Sutton III,212-857-1475,,No,Yes
Contract,40,201830,92872,,,26,7/7/18,25000,16050,16050,0,8950,4/26/18,6/30/18,9/24/18,William H. Sutton III,212-857-1475,NEGOTIATED SERVICES-SERVICES,No,Yes
Contract,40,201830,95743,,,93,7/7/18,25000,24900,24900,0,100,5/21/18,6/30/18,7/9/18,William H. Sutton III,212-857-1475,3 BIDS-SERVICES,No,Yes
Contract,40,201830,96325,,,29,7/7/18,25000,16740,16740,0,8260,6/28/18,6/30/18,8/29/18,William H. Sutton III,212-857-1475,COMPETITIVE GRANT-SERVICES,No,Yes
Contract,40,201930,183,WO19000183,,26,6/29/18,25000,24000,24000,0,1000,6/29/18,6/30/19,8/31/18,William H. Sutton III,212-857-1475,NEGOTIATED SERVICES-SERVICES,No,Yes
Purchase Order,40,201830,55007,,,15,6/28/18,0,0,0,0,0,6/28/18,6/30/18,6/28/18,William H. Sutton III,212-857-1475,,No,Yes
Contract,40,201830,32311,,,27,5/15/18,25000,12100,12100,0,12900,5/15/18,6/30/18,5/15/18,William H. Sutton III,212-857-1475,DIDNT PERFORM REST OF SERVICES,No,Yes
Contract,40,201830,92277,,,31,4/24/18,25000,12000,12000,0,13000,4/24/18,6/30/18,6/27/18,William H. Sutton III,212-857-1475,NEGOTIATED SERVICES-SERVICES,No,Yes
Contract,40,201830,82117,,,14,4/23/18,25000,10800,10800,0,14200,4/23/18,6/30/18,6/26/18,William H. Sutton III,212-857-1475,NEGOTIATED SERVICES-SERVICES,No,Yes
Purchase Order,40,201830,87609,,,6,4/20/18,0,3000,3000,0,0,4/20/18,6/30/18,6/14/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,89785,,,8,4/20/18,0,5000,5000,0,0,4/20/18,6/30/18,6/19/18,William H. Sutton III,212-857-1475,,No,Yes
Contract,40,201830,85885,,,8,4/19/18,25000,11800,11800,0,13200,4/19/18,6/30/18,6/19/18,William H. Sutton III,212-857-1475,NEGOTIATED SERVICES-SERVICES,No,Yes
Purchase Order,40,201830,82673,,,7,4/18/18,0,7150,7150,0,0,4/18/18,6/30/18,5/2/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,72675,,,25,3/28/18,0,3000,3000,0,0,3/28/18,6/30/18,4/26/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,65882,,,14,3/16/18,0,5400,5400,0,0,3/16/18,6/30/18,5/11/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,67158,,,29,3/16/18,0,275,275,0,0,3/16/18,6/30/18,4/27/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201730,22265,,,27,3/14/18,0,1610,1610,0,0,3/14/18,6/30/18,3/14/18,William H. Sutton III,212-857-1475,Roll Document from 2017 to 2018,No,Yes
Purchase Order,40,201730,55263,,,4,3/14/18,0,3025,3025,0,0,3/14/18,6/30/18,3/14/18,William H. Sutton III,212-857-1475,Roll Document from 2017 to 2018,No,Yes
Purchase Order,40,201830,66037,,,15,3/13/18,0,0,0,0,0,3/13/18,6/30/18,3/13/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,66087,,,15,3/13/18,0,1675,1675,0,0,3/13/18,6/30/18,4/5/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,63386,,,28,3/8/18,0,550,550,0,0,3/8/18,6/30/18,5/23/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,63398,,,28,3/8/18,0,3000,3000,0,0,3/8/18,6/30/18,4/26/18,William H. Sutton III,212-857-1475,,No,Yes
Contract,40,201830,61727,,,11,3/6/18,25000,12440,12440,0,12560,3/6/18,6/30/18,4/5/18,William H. Sutton III,212-857-1475,NEGOTIATED SERVICES-SERVICES,No,Yes
Purchase Order,40,201830,61695,,,26,3/6/18,0,1500,1500,0,0,3/6/18,6/30/18,6/29/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,61903,,,21,3/6/18,0,1400,1400,0,0,3/6/18,6/30/18,3/28/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,59944,,,1,3/2/18,0,1650,1650,0,0,3/2/18,6/30/18,6/1/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,55070,,,12,3/1/18,0,4400,4400,0,0,3/1/18,6/30/18,4/20/18,William H. Sutton III,212-857-1475,,No,Yes
Contract,40,201830,52338,,,31,2/28/18,25000,10050,10050,0,14950,2/28/18,6/30/18,5/7/18,William H. Sutton III,212-857-1475,CHANGE NOTICE,No,Yes
Purchase Order,40,201830,54983,,,15,2/28/18,0,6875,6875,0,0,2/28/18,6/30/18,6/7/18,William H. Sutton III,212-857-1475,,No,Yes
Contract,40,201830,54396,,,13,2/27/18,25000,22000,22000,0,3000,2/27/18,6/30/18,6/18/18,William H. Sutton III,212-857-1475,NEGOTIATED SERVICES-SERVICES,No,Yes
Purchase Order,40,201830,56978,,,31,2/27/18,0,3000,3000,0,0,2/27/18,6/30/18,5/4/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,58122,,,3,2/27/18,0,180,180,0,0,2/27/18,6/30/18,6/25/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,57122,,,10,2/26/18,0,3915,3915,0,0,2/26/18,6/30/18,6/27/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,57149,,,19,2/26/18,0,4125,4125,0,0,2/26/18,6/30/18,6/26/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,53765,,,29,2/15/18,0,5000,5000,0,0,2/15/18,6/30/18,7/17/18,William H. Sutton III,212-857-1475,,No,Yes
Contract,40,201830,54775,,,28,2/13/18,25000,24875,24875,0,125,2/13/18,6/30/18,5/31/18,William H. Sutton III,212-857-1475,NEGOTIATED SERVICES-SERVICES,No,Yes
Purchase Order,40,201730,49967,,,6,2/12/18,0,1065,1065,0,0,2/12/18,6/30/18,2/12/18,William H. Sutton III,212-857-1475,Roll Document from 2017 to 2018,No,Yes
Purchase Order,40,201830,54166,,,3,2/12/18,0,1740,1740,0,0,2/12/18,6/30/18,5/29/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,53403,,,3,2/9/18,0,1650,1650,0,0,2/9/18,6/30/18,3/13/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,51781,,,6,2/6/18,0,2965,2965,0,0,2/6/18,6/30/18,6/6/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,51927,,,6,2/6/18,0,1000,1000,0,0,2/6/18,6/30/18,6/4/18,William H. Sutton III,212-857-1475,,No,Yes
Contract,40,201830,47128,,,14,1/31/18,25000,12225,12225,0,12775,1/31/18,6/30/18,4/25/18,William H. Sutton III,212-857-1475,NEGOTIATED SERVICES-SERVICES,No,Yes
Purchase Order,40,201830,48273,,,30,1/29/18,0,2640,2640,0,0,1/29/18,6/30/18,6/7/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,48476,,,24,1/29/18,0,2750,2750,0,0,1/29/18,6/30/18,5/17/18,William H. Sutton III,212-857-1475,,No,Yes
Contract,40,201830,43788,,,13,1/24/18,25000,12200,12200,0,12800,1/24/18,6/30/18,6/13/18,William H. Sutton III,212-857-1475,NEGOTIATED SERVICES-SERVICES,No,Yes
Purchase Order,40,201830,46779,,,28,1/24/18,0,1500,1500,0,0,1/24/18,6/30/18,4/12/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,46845,,,31,1/24/18,0,275,275,0,0,1/24/18,6/30/18,7/12/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,45616,,,2,1/22/18,0,3665,3665,0,0,1/22/18,6/30/18,6/22/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,45953,,,4,1/22/18,0,3300,3300,0,0,1/22/18,6/30/18,4/9/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,44965,,,2,1/18/18,0,2200,2200,0,0,1/18/18,6/30/18,6/22/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,44446,,,32,1/17/18,0,1100,1100,0,0,1/17/18,6/30/18,2/12/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,44690,,,6,1/17/18,0,2565,2565,0,0,1/17/18,6/30/18,6/18/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,42977,,,32,1/11/18,0,4765,4765,0,0,1/11/18,6/30/18,1/23/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,43191,,,7,1/11/18,0,3350,3350,0,0,1/11/18,6/30/18,3/6/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,41718,,,31,1/8/18,0,1800,1800,0,0,1/8/18,6/30/18,4/30/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,38667,,,11,1/2/18,0,7390,7390,0,0,1/2/18,6/30/18,6/21/18,William H. Sutton III,212-857-1475,,No,Yes
Contract,40,201830,39918,,,4,12/27/17,25000,21485,21485,0,3515,12/27/17,6/30/18,3/19/18,William H. Sutton III,212-857-1475,NEGOTIATED SERVICES-SERVICES,No,Yes
Purchase Order,40,201830,39317,,,14,12/21/17,0,3000,3000,0,0,12/21/17,6/30/18,1/25/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,38157,,,12,12/15/17,0,600,600,0,0,12/15/17,6/30/18,1/24/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,33055,,,8,12/13/17,0,5900,5900,0,0,12/13/17,6/30/18,6/19/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,37334,,,30,12/13/17,0,3815,3815,0,0,12/13/17,6/30/18,1/30/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,37336,,,30,12/13/17,0,3575,3575,0,0,12/13/17,6/30/18,7/10/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,36215,,,24,12/12/17,0,3055,3055,0,0,12/12/17,6/30/18,4/27/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,36374,,,27,12/8/17,0,1740,1740,0,0,12/8/17,6/30/18,1/31/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,35898,,,27,12/7/17,0,4125,4125,0,0,12/7/17,6/30/18,4/27/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,35914,,,27,12/7/17,0,2750,2750,0,0,12/7/17,6/30/18,4/27/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,30001,,,24,12/6/17,0,4490,4465,0,0,12/6/17,6/30/18,7/6/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,35462,,,9,12/6/17,0,8615,8615,0,0,12/6/17,6/30/18,7/16/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,34873,,,28,12/5/17,0,5865,5865,0,0,12/5/17,6/30/18,12/18/17,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,34526,,,13,12/4/17,0,3000,3000,0,0,12/4/17,6/30/18,3/15/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,34538,,,13,12/4/17,0,3115,3115,0,0,12/4/17,6/30/18,6/28/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,34565,,,27,12/4/17,0,3115,3115,0,0,12/4/17,6/30/18,6/19/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,34597,,,20,12/4/17,0,5000,5000,0,0,12/4/17,6/30/18,3/6/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,34699,,,11,12/4/17,0,5000,5000,0,0,12/4/17,6/30/18,5/9/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,34748,,,11,12/4/17,0,4950,4950,0,0,12/4/17,6/30/18,3/22/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,33379,,,6,11/29/17,0,4640,4640,0,0,11/29/17,6/30/18,1/9/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,32883,,,15,11/28/17,0,2875,2875,0,0,11/28/17,6/30/18,12/21/17,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,33137,,,27,11/28/17,0,5865,5865,0,0,11/28/17,6/30/18,1/30/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,32642,,,27,11/27/17,0,4640,4640,0,0,11/27/17,6/30/18,12/18/17,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,30976,,,24,11/20/17,0,3015,3015,0,0,11/20/17,6/30/18,3/8/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,29256,,,18,11/17/17,0,6150,6150,0,0,11/17/17,6/30/18,12/27/17,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,27194,,,3,11/6/17,0,3300,3300,0,0,11/6/17,6/30/18,1/9/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,27256,,,3,11/6/17,0,225,225,0,0,11/6/17,6/30/18,2/26/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,25990,,,6,11/1/17,0,3175,3175,0,0,11/1/17,6/30/18,4/11/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201730,45512,,,12,10/30/17,0,1155,1155,0,0,10/30/17,6/30/18,10/30/17,William H. Sutton III,212-857-1475,Roll Document from 2017 to 2018,No,Yes
Purchase Order,40,201830,24927,,,7,10/30/17,0,5865,5865,0,0,10/30/17,6/30/18,11/21/17,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,23624,,,6,10/25/17,0,4350,4350,0,0,10/25/17,6/30/18,1/9/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201730,51573,,,12,10/18/17,0,805,805,0,0,10/18/17,6/30/18,10/18/17,William H. Sutton III,212-857-1475,Roll Document from 2017 to 2018,No,Yes
Purchase Order,40,201730,41169,,,10,10/17/17,0,3220,3220,0,0,10/17/17,6/30/18,10/17/17,William H. Sutton III,212-857-1475,Roll Document from 2017 to 2018,No,Yes
Purchase Order,40,201830,18974,,,29,10/17/17,0,7715,7715,0,0,10/17/17,6/30/18,1/2/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,20089,,,6,10/17/17,0,7390,7390,0,0,10/17/17,6/30/18,7/16/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,19570,,,24,10/16/17,0,6565,6565,0,0,10/16/17,6/30/18,11/21/17,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201730,23491,,,27,10/13/17,0,4260,4260,0,0,10/13/17,6/30/18,10/13/17,William H. Sutton III,212-857-1475,Roll Document from 2017 to 2018,No,Yes
Purchase Order,40,201830,19020,,,24,10/12/17,0,9075,9075,0,0,10/12/17,6/30/18,10/18/17,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,19181,,,18,10/12/17,0,9200,9200,0,0,10/12/17,6/30/18,11/21/17,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,18539,,,27,10/11/17,0,4550,4550,0,0,10/11/17,6/30/18,11/29/17,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,18941,,,6,10/11/17,0,865,865,0,0,10/11/17,6/30/18,1/8/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,17572,,,9,10/10/17,0,9620,9620,0,0,10/10/17,6/30/18,5/25/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,17500,,,9,10/6/17,0,4700,4700,0,0,10/6/17,6/30/18,10/19/17,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,17502,,,9,10/6/17,0,2750,2750,0,0,10/6/17,6/30/18,10/19/17,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,17722,,,18,10/6/17,0,1275,1275,0,0,10/6/17,6/30/18,10/24/17,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,17964,,,6,10/6/17,0,5000,5000,0,0,10/6/17,6/30/18,4/30/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,16204,,,17,10/5/17,0,7300,7300,0,0,10/5/17,6/30/18,1/5/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,16176,,,12,10/3/17,0,3950,3950,0,0,10/3/17,6/30/18,11/7/17,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,15194,,,13,10/2/17,0,90,90,0,0,10/2/17,6/30/18,6/13/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,15244,,,9,10/2/17,0,4490,4490,0,0,10/2/17,6/30/18,10/6/17,William H. Sutton III,212-857-1475,,No,Yes
